iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"67","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/67","OK","200","2","9","Successful request",,,"1","1","0","0"
"67","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/67","OK","200","3","9","Successful request",,,"1","1","0","0"
"68","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"68","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","5","47","Successful request",,,"1","1","0","0"
"68","Todos API","/todos/{id}","GET","localhost:8080/api/todos/68","OK","200","3","47","Successful request",,,"1","1","0","0"
"68","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/68","OK","200","3","9","Successful request",,,"1","1","0","0"
"68","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/68","OK","200","3","9","Successful request",,,"1","1","0","0"
"69","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"69","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"69","Todos API","/todos/{id}","GET","localhost:8080/api/todos/69","OK","200","3","47","Successful request",,,"1","1","0","0"
"69","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/69","OK","200","3","9","Successful request",,,"1","1","0","0"
"69","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/69","OK","200","3","9","Successful request",,,"1","1","0","0"
"70","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"70","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"70","Todos API","/todos/{id}","GET","localhost:8080/api/todos/70","OK","200","2","47","Successful request",,,"1","1","0","0"
"70","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/70","OK","200","3","9","Successful request",,,"1","1","0","0"
"70","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/70","OK","200","3","9","Successful request",,,"1","1","0","0"
"71","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","5","2","Successful request",,,"1","1","0","0"
"71","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"71","Todos API","/todos/{id}","GET","localhost:8080/api/todos/71","OK","200","2","47","Successful request",,,"1","1","0","0"
"71","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/71","OK","200","3","9","Successful request",,,"1","1","0","0"
"71","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/71","OK","200","3","9","Successful request",,,"1","1","0","0"
"72","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"72","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"72","Todos API","/todos/{id}","GET","localhost:8080/api/todos/72","OK","200","3","47","Successful request",,,"1","1","0","0"
"72","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/72","OK","200","4","9","Successful request",,,"1","1","0","0"
"72","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/72","OK","200","3","9","Successful request",,,"1","1","0","0"
"73","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"73","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"73","Todos API","/todos/{id}","GET","localhost:8080/api/todos/73","OK","200","3","47","Successful request",,,"1","1","0","0"
"73","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/73","OK","200","4","9","Successful request",,,"1","1","0","0"
"73","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/73","OK","200","2","9","Successful request",,,"1","1","0","0"
"74","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"74","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","5","47","Successful request",,,"1","1","0","0"
"74","Todos API","/todos/{id}","GET","localhost:8080/api/todos/74","OK","200","2","47","Successful request",,,"1","1","0","0"
"74","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/74","OK","200","3","9","Successful request",,,"1","1","0","0"
"74","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/74","OK","200","3","9","Successful request",,,"1","1","0","0"
"75","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"75","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"75","Todos API","/todos/{id}","GET","localhost:8080/api/todos/75","OK","200","3","47","Successful request",,,"1","1","0","0"
"75","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/75","OK","200","3","9","Successful request",,,"1","1","0","0"
"75","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/75","OK","200","2","9","Successful request",,,"1","1","0","0"
"76","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"76","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"76","Todos API","/todos/{id}","GET","localhost:8080/api/todos/76","OK","200","2","47","Successful request",,,"1","1","0","0"
"76","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/76","OK","200","3","9","Successful request",,,"1","1","0","0"
"76","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/76","OK","200","3","9","Successful request",,,"1","1","0","0"
"77","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","5","2","Successful request",,,"1","1","0","0"
"77","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","5","47","Successful request",,,"1","1","0","0"
"77","Todos API","/todos/{id}","GET","localhost:8080/api/todos/77","OK","200","2","47","Successful request",,,"1","1","0","0"
"77","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/77","OK","200","3","9","Successful request",,,"1","1","0","0"
"77","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/77","OK","200","3","9","Successful request",,,"1","1","0","0"
"78","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"78","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"78","Todos API","/todos/{id}","GET","localhost:8080/api/todos/78","OK","200","2","47","Successful request",,,"1","1","0","0"
"78","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/78","OK","200","3","9","Successful request",,,"1","1","0","0"
"78","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/78","OK","200","3","9","Successful request",,,"1","1","0","0"
"79","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"79","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"79","Todos API","/todos/{id}","GET","localhost:8080/api/todos/79","OK","200","6","47","Successful request",,,"1","1","0","0"
"79","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/79","OK","200","3","9","Successful request",,,"1","1","0","0"
"79","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/79","OK","200","3","9","Successful request",,,"1","1","0","0"
"80","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"80","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","5","47","Successful request",,,"1","1","0","0"
"80","Todos API","/todos/{id}","GET","localhost:8080/api/todos/80","OK","200","2","47","Successful request",,,"1","1","0","0"
"80","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/80","OK","200","5","9","Successful request",,,"1","1","0","0"
"80","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/80","OK","200","3","9","Successful request",,,"1","1","0","0"
"81","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"81","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"81","Todos API","/todos/{id}","GET","localhost:8080/api/todos/81","OK","200","3","47","Successful request",,,"1","1","0","0"
"81","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/81","OK","200","3","9","Successful request",,,"1","1","0","0"
"81","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/81","OK","200","3","9","Successful request",,,"1","1","0","0"
"82","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","5","2","Successful request",,,"1","1","0","0"
"82","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"82","Todos API","/todos/{id}","GET","localhost:8080/api/todos/82","OK","200","2","47","Successful request",,,"1","1","0","0"
"82","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/82","OK","200","3","9","Successful request",,,"1","1","0","0"
"82","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/82","OK","200","3","9","Successful request",,,"1","1","0","0"
"83","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"83","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"83","Todos API","/todos/{id}","GET","localhost:8080/api/todos/83","OK","200","3","47","Successful request",,,"1","1","0","0"
"83","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/83","OK","200","3","9","Successful request",,,"1","1","0","0"
"83","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/83","OK","200","3","9","Successful request",,,"1","1","0","0"
"84","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"84","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"84","Todos API","/todos/{id}","GET","localhost:8080/api/todos/84","OK","200","2","47","Successful request",,,"1","1","0","0"
"84","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/84","OK","200","4","9","Successful request",,,"1","1","0","0"
"84","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/84","OK","200","3","9","Successful request",,,"1","1","0","0"
"85","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"85","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"85","Todos API","/todos/{id}","GET","localhost:8080/api/todos/85","OK","200","2","47","Successful request",,,"1","1","0","0"
"85","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/85","OK","200","3","9","Successful request",,,"1","1","0","0"
"85","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/85","OK","200","4","9","Successful request",,,"1","1","0","0"
"86","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"86","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"86","Todos API","/todos/{id}","GET","localhost:8080/api/todos/86","OK","200","2","47","Successful request",,,"1","1","0","0"
"86","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/86","OK","200","3","9","Successful request",,,"1","1","0","0"
"86","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/86","OK","200","3","9","Successful request",,,"1","1","0","0"
"87","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"87","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"87","Todos API","/todos/{id}","GET","localhost:8080/api/todos/87","OK","200","3","47","Successful request",,,"1","1","0","0"
"87","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/87","OK","200","3","9","Successful request",,,"1","1","0","0"
"87","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/87","OK","200","2","9","Successful request",,,"1","1","0","0"
"88","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"88","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"88","Todos API","/todos/{id}","GET","localhost:8080/api/todos/88","OK","200","2","47","Successful request",,,"1","1","0","0"
"88","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/88","OK","200","2","9","Successful request",,,"1","1","0","0"
"88","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/88","OK","200","3","9","Successful request",,,"1","1","0","0"
"89","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"89","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"89","Todos API","/todos/{id}","GET","localhost:8080/api/todos/89","OK","200","3","47","Successful request",,,"1","1","0","0"
"89","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/89","OK","200","3","9","Successful request",,,"1","1","0","0"
"89","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/89","OK","200","3","9","Successful request",,,"1","1","0","0"
"90","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"90","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"90","Todos API","/todos/{id}","GET","localhost:8080/api/todos/90","OK","200","3","47","Successful request",,,"1","1","0","0"
"90","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/90","OK","200","3","9","Successful request",,,"1","1","0","0"
"90","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/90","OK","200","3","9","Successful request",,,"1","1","0","0"
"91","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"91","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"91","Todos API","/todos/{id}","GET","localhost:8080/api/todos/91","OK","200","2","47","Successful request",,,"1","1","0","0"
"91","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/91","OK","200","3","9","Successful request",,,"1","1","0","0"
"91","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/91","OK","200","3","9","Successful request",,,"1","1","0","0"
"92","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"92","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"92","Todos API","/todos/{id}","GET","localhost:8080/api/todos/92","OK","200","2","47","Successful request",,,"1","1","0","0"
"92","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/92","OK","200","2","9","Successful request",,,"1","1","0","0"
"92","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/92","OK","200","3","9","Successful request",,,"1","1","0","0"
"93","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"93","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","3","47","Successful request",,,"1","1","0","0"
"93","Todos API","/todos/{id}","GET","localhost:8080/api/todos/93","OK","200","3","47","Successful request",,,"1","1","0","0"
"93","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/93","OK","200","3","9","Successful request",,,"1","1","0","0"
"93","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/93","OK","200","3","9","Successful request",,,"1","1","0","0"
"94","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"94","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"94","Todos API","/todos/{id}","GET","localhost:8080/api/todos/94","OK","200","2","47","Successful request",,,"1","1","0","0"
"94","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/94","OK","200","3","9","Successful request",,,"1","1","0","0"
"94","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/94","OK","200","3","9","Successful request",,,"1","1","0","0"
"95","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"95","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"95","Todos API","/todos/{id}","GET","localhost:8080/api/todos/95","OK","200","2","47","Successful request",,,"1","1","0","0"
"95","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/95","OK","200","3","9","Successful request",,,"1","1","0","0"
"95","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/95","OK","200","3","9","Successful request",,,"1","1","0","0"
"96","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"96","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"96","Todos API","/todos/{id}","GET","localhost:8080/api/todos/96","OK","200","3","47","Successful request",,,"1","1","0","0"
"96","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/96","OK","200","3","9","Successful request",,,"1","1","0","0"
"96","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/96","OK","200","3","9","Successful request",,,"1","1","0","0"
"97","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"97","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","6","47","Successful request",,,"1","1","0","0"
"97","Todos API","/todos/{id}","GET","localhost:8080/api/todos/97","OK","200","2","47","Successful request",,,"1","1","0","0"
"97","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/97","OK","200","3","9","Successful request",,,"1","1","0","0"
"97","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/97","OK","200","3","9","Successful request",,,"1","1","0","0"
"98","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","4","2","Successful request",,,"1","1","0","0"
"98","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","47","Successful request",,,"1","1","0","0"
"98","Todos API","/todos/{id}","GET","localhost:8080/api/todos/98","OK","200","2","47","Successful request",,,"1","1","0","0"
"98","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/98","OK","200","3","9","Successful request",,,"1","1","0","0"
"98","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/98","OK","200","3","9","Successful request",,,"1","1","0","0"
"99","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"99","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","5","47","Successful request",,,"1","1","0","0"
"99","Todos API","/todos/{id}","GET","localhost:8080/api/todos/99","OK","200","3","47","Successful request",,,"1","1","0","0"
"99","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/99","OK","200","2","9","Successful request",,,"1","1","0","0"
"99","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/99","OK","200","2","9","Successful request",,,"1","1","0","0"
"100","Todos API","/todos","GET","localhost:8080/api/todos","OK","200","3","2","Successful request",,,"1","1","0","0"
"100","Todos API","/todos","POST","localhost:8080/api/todos","OK","200","4","48","Successful request",,,"1","1","0","0"
"100","Todos API","/todos/{id}","GET","localhost:8080/api/todos/100","OK","200","3","48","Successful request",,,"1","1","0","0"
"100","Todos API","/todos/{id}","PUT","localhost:8080/api/todos/100","OK","200","2","9","Successful request",,,"1","1","0","0"
"100","Todos API","/todos/{id}","DELETE","localhost:8080/api/todos/100","OK","200","2","9","Successful request",,,"1","1","0","0"